EDAD;GENERO;ESTRATO_VIVIENDA;NIVEL_EDUCATIVO;TIPO_AREA_VIVIENDA;SEGMENTO_PLAN;MIN_LLAMADAS_SEM;MIN_REDES_SOC_SEM;MIN_WEB_SEM;DIAS_PAGO_FACT;VECES_LLAM_COMPETENCIA;MESES_SUSCRITO;NUM_INTERRUPCIONES;DUR_INTERRUPCIONES;SUSCRIP_STREAMING;RIESGO_CANCELACION
31;hombre;5;secundaria;urbana;basico;596;1383;169;54;203;6;5;377;no;si
52;hombre;5;secundaria;rural;basico;41;414;650;37;1;43;0;416;si;no
35;hombre;3;primaria;urbana;medio;72;850;1322;59;295;56;3;71;no;si
59;hombre;2;secundaria;urbana;basico;179;319;401;55;153;50;2;86;si;no
63;hombre;3;educacion superior;rural;premium;798;1580;324;60;226;69;8;466;no;si
62;hombre;6;educacion superior;rural;medio;533;1397;400;42;112;5;8;172;no;si
75;hombre;6;secundaria;rural;premium;625;1484;716;24;178;27;8;235;no;si
51;hombre;5;primaria;urbana;medio;489;758;1468;32;145;118;7;126;no;si
53;hombre;4;educacion superior;urbana;premium;393;1209;1283;36;83;83;5;345;si;no
42;hombre;6;educacion superior;urbana;medio;658;34;1395;35;90;90;8;66;no;si
25;mujer;5;secundaria;urbana;basico;105;1080;761;16;123;72;8;318;no;si
40;hombre;5;primaria;rural;medio;972;1444;1418;13;30;118;6;447;si;no
47;hombre;5;secundaria;urbana;basico;777;539;106;15;97;101;7;444;no;no
53;hombre;1;educacion superior;rural;premium;741;1407;652;38;220;43;8;456;no;si
54;mujer;1;educacion superior;rural;medio;395;1817;1185;19;75;30;4;387;no;si
76;mujer;1;primaria;urbana;premium;13;405;953;43;178;83;8;350;no;si
65;hombre;2;educacion superior;urbana;premium;771;271;1445;24;231;117;5;407;no;si
16;mujer;6;secundaria;rural;basico;284;1996;762;51;201;30;5;305;no;si
31;mujer;4;educacion superior;rural;medio;982;1806;495;41;216;22;4;297;no;si
63;hombre;1;educacion superior;rural;basico;852;1041;252;14;124;28;4;218;no;no
40;hombre;2;educacion superior;rural;basico;933;632;1443;57;210;7;3;164;no;no
20;hombre;1;secundaria;rural;medio;6;1042;486;50;241;4;6;368;no;si
60;mujer;3;secundaria;urbana;medio;797;62;46;23;111;25;3;213;no;si
22;hombre;3;educacion superior;urbana;premium;283;1439;1098;21;177;52;4;326;no;si
60;mujer;5;secundaria;rural;medio;387;1742;689;32;214;39;8;133;no;si
35;mujer;5;secundaria;rural;premium;710;114;1228;29;117;86;3;207;no;si
63;hombre;3;secundaria;urbana;premium;622;1501;315;34;102;117;3;307;no;no
33;hombre;5;primaria;urbana;premium;330;1066;1260;52;206;83;3;51;no;si
69;hombre;5;educacion superior;urbana;medio;768;1211;720;15;66;114;3;223;no;si
39;hombre;4;primaria;rural;basico;575;945;986;47;248;46;10;382;no;no
39;mujer;6;educacion superior;rural;medio;119;1095;282;35;41;111;6;82;no;no
50;hombre;2;primaria;urbana;basico;459;1792;135;59;195;97;6;190;no;si
65;hombre;4;primaria;rural;premium;815;1666;1404;52;225;15;8;307;si;no
75;mujer;1;primaria;rural;premium;46;688;1119;41;85;113;10;32;si;no
34;hombre;6;primaria;urbana;basico;9;1939;977;10;150;94;10;179;no;no
22;hombre;5;educacion superior;urbana;medio;761;547;1325;44;153;26;8;183;si;no
16;hombre;2;primaria;urbana;basico;913;1482;610;49;281;45;10;156;no;no
43;hombre;4;educacion superior;urbana;medio;165;500;488;35;12;89;0;121;si;no
22;hombre;1;educacion superior;rural;premium;389;1236;909;59;272;10;3;294;no;si
69;hombre;6;secundaria;urbana;premium;319;1220;855;43;179;42;3;282;no;si
23;hombre;5;secundaria;urbana;medio;431;208;1483;54;77;64;5;286;no;no
44;hombre;3;primaria;urbana;basico;547;353;757;50;245;115;8;356;no;no
72;hombre;2;educacion superior;urbana;medio;558;568;895;43;212;93;7;213;si;no
44;hombre;1;educacion superior;rural;premium;998;303;544;43;174;27;9;208;no;si
38;hombre;4;primaria;urbana;premium;941;1334;1346;37;69;45;5;134;no;no
69;hombre;5;secundaria;rural;premium;705;1288;591;21;234;34;3;385;no;no
36;mujer;5;primaria;rural;premium;62;99;1075;25;253;51;6;437;no;no
68;mujer;2;educacion superior;rural;medio;347;1519;1169;40;232;1;1;118;no;no
35;hombre;6;educacion superior;rural;medio;507;1270;619;21;36;54;9;156;no;no
42;hombre;4;educacion superior;urbana;premium;566;915;1499;56;50;69;8;319;si;no
45;hombre;2;secundaria;urbana;basico;77;1181;800;25;160;11;7;383;no;si
79;hombre;6;educacion superior;urbana;medio;59;1873;756;38;213;3;7;19;no;no
68;hombre;4;secundaria;rural;premium;277;1868;472;46;151;110;5;79;si;no
36;hombre;4;primaria;rural;premium;795;1704;1256;0;217;35;1;41;si;no
66;mujer;2;primaria;rural;basico;239;1996;1315;37;251;103;0;8;si;no
66;mujer;2;educacion superior;urbana;medio;277;1887;947;42;183;25;4;292;no;no
38;mujer;1;primaria;rural;basico;946;1432;909;8;180;102;0;486;si;no
37;hombre;1;primaria;urbana;premium;825;1707;606;54;276;39;8;352;no;si
55;hombre;4;educacion superior;rural;basico;788;957;297;43;165;77;1;90;no;no
40;mujer;1;secundaria;urbana;premium;606;444;1215;15;130;83;8;268;no;si
72;mujer;4;primaria;rural;premium;267;1260;70;59;174;45;3;294;no;si
41;hombre;2;educacion superior;urbana;medio;381;342;888;17;221;68;6;389;no;si
67;mujer;4;secundaria;urbana;basico;636;815;1183;38;102;57;3;97;no;si
52;hombre;3;educacion superior;rural;basico;39;1890;256;12;83;104;3;51;no;no
63;hombre;1;educacion superior;rural;basico;739;1403;818;19;110;66;6;414;no;si
48;mujer;6;educacion superior;urbana;basico;997;921;173;41;236;57;9;266;no;si
16;hombre;3;secundaria;rural;medio;630;1444;616;28;215;100;10;63;no;si
66;hombre;2;secundaria;rural;premium;304;1649;975;25;293;44;8;374;no;si
67;hombre;4;primaria;urbana;premium;94;694;1091;17;297;107;7;125;no;si
28;mujer;6;secundaria;rural;premium;394;1478;726;55;194;61;4;431;no;si
65;hombre;5;secundaria;rural;basico;59;1084;1222;35;220;92;7;273;si;no
70;hombre;3;primaria;rural;medio;713;1135;867;11;9;91;1;374;si;no
49;mujer;2;primaria;urbana;medio;594;1314;420;54;280;94;2;171;no;no
65;hombre;5;secundaria;rural;basico;84;179;22;0;126;89;2;91;no;no
50;hombre;3;primaria;urbana;medio;601;1665;934;47;250;92;3;217;no;si
36;hombre;2;educacion superior;urbana;premium;797;1973;320;19;226;75;3;100;no;no
56;hombre;1;secundaria;rural;premium;675;661;906;19;173;40;3;408;no;si
43;hombre;5;primaria;rural;medio;190;1656;406;58;119;69;10;483;si;no
46;hombre;4;educacion superior;rural;premium;676;648;692;44;230;97;9;278;si;no
77;mujer;4;secundaria;urbana;basico;968;750;1039;42;248;21;7;180;no;si
57;hombre;6;secundaria;rural;basico;306;397;770;33;128;35;4;1;no;no
35;hombre;4;primaria;rural;premium;444;639;250;19;217;44;9;263;no;si
17;hombre;5;secundaria;urbana;basico;292;940;596;16;147;109;8;391;no;si
34;mujer;5;primaria;rural;medio;729;995;415;15;71;49;8;289;no;si
39;mujer;6;secundaria;urbana;medio;924;1982;1500;15;294;42;6;80;no;si
31;hombre;6;primaria;urbana;premium;587;345;35;42;150;69;7;486;no;no
16;hombre;1;primaria;urbana;premium;179;663;928;16;258;51;8;308;no;si
75;mujer;5;educacion superior;urbana;premium;377;465;1188;16;181;44;1;10;no;no
16;mujer;2;educacion superior;rural;basico;367;1557;997;21;90;18;4;56;no;si
78;hombre;3;primaria;rural;medio;72;1093;270;38;78;87;5;319;no;si
41;hombre;3;secundaria;rural;basico;491;1593;1365;60;159;52;9;207;no;si
32;hombre;5;educacion superior;rural;medio;231;823;560;9;195;111;2;89;si;no
64;hombre;1;primaria;urbana;premium;873;22;1343;28;159;92;3;81;si;no
75;hombre;2;educacion superior;urbana;premium;775;459;74;36;72;82;1;268;no;no
78;mujer;2;educacion superior;urbana;medio;883;463;1163;48;56;19;9;357;no;si
60;hombre;6;primaria;urbana;basico;811;205;1293;1;107;80;8;281;no;no
38;hombre;5;primaria;urbana;medio;489;1275;1166;40;200;88;5;423;no;si
74;hombre;4;primaria;urbana;basico;367;328;46;36;228;17;9;137;no;si
32;mujer;3;secundaria;rural;basico;892;655;444;29;86;117;7;492;no;no
69;hombre;5;secundaria;rural;medio;557;1313;1316;45;217;43;3;259;no;si
53;hombre;4;secundaria;urbana;medio;407;1591;727;50;268;64;6;419;no;si
16;mujer;2;educacion superior;urbana;premium;951;919;128;25;261;72;3;137;no;si
68;hombre;4;secundaria;rural;premium;998;1366;975;38;3;55;8;439;no;no
58;hombre;3;educacion superior;rural;premium;417;654;1425;49;293;66;3;266;no;no
79;hombre;5;secundaria;urbana;premium;845;1225;149;3;168;30;9;265;si;no
64;mujer;6;educacion superior;urbana;premium;142;1502;1432;18;105;108;9;470;si;no
24;hombre;4;educacion superior;urbana;medio;955;1667;830;9;155;54;10;298;si;no
70;mujer;5;educacion superior;rural;premium;895;1436;222;10;214;119;10;364;no;no
75;mujer;5;educacion superior;rural;medio;631;971;1417;30;230;90;6;74;no;si
23;hombre;3;educacion superior;rural;premium;710;814;1267;20;112;29;7;186;no;no
72;hombre;5;primaria;rural;medio;895;1277;40;39;213;112;4;411;no;si
66;hombre;2;secundaria;rural;medio;540;381;524;15;289;14;2;199;si;no
71;mujer;2;primaria;urbana;premium;682;1685;807;17;284;83;3;352;no;si
58;mujer;2;educacion superior;urbana;premium;436;1165;234;39;102;49;9;278;no;si
33;mujer;4;educacion superior;rural;medio;831;1801;890;22;260;111;5;88;no;si
33;mujer;2;primaria;urbana;medio;287;142;1194;42;200;12;10;334;no;si
55;mujer;1;educacion superior;urbana;basico;185;1711;1145;40;169;109;9;114;si;no
18;hombre;4;educacion superior;rural;premium;223;1033;919;50;262;50;4;200;no;si
37;hombre;2;secundaria;urbana;basico;908;1163;1197;20;264;92;3;283;no;si
66;hombre;1;primaria;rural;medio;230;754;868;27;38;51;6;269;no;no
28;hombre;4;primaria;urbana;premium;137;1868;1351;25;68;108;6;467;no;si
73;hombre;2;primaria;urbana;premium;201;1481;17;54;195;102;6;400;no;si
75;hombre;5;secundaria;urbana;premium;701;1600;1265;43;215;109;1;2;no;no
20;hombre;6;secundaria;rural;premium;445;646;420;26;76;71;7;149;no;si
45;mujer;2;secundaria;urbana;medio;943;858;748;21;228;56;1;429;si;no
46;hombre;2;secundaria;urbana;premium;95;1952;1180;34;30;77;1;2;si;no
21;hombre;6;educacion superior;urbana;premium;762;1706;874;23;289;29;4;336;no;si
36;hombre;4;secundaria;rural;basico;569;1103;169;23;85;113;10;128;no;si
70;hombre;5;secundaria;urbana;basico;249;584;983;17;171;87;0;400;no;no
38;hombre;6;educacion superior;rural;basico;265;0;329;52;113;80;7;215;no;si
37;mujer;3;primaria;rural;premium;260;1944;1232;36;217;83;6;154;no;si
75;hombre;5;primaria;rural;medio;504;1573;743;2;241;71;0;121;si;no
57;hombre;2;educacion superior;rural;medio;356;1030;724;56;109;11;5;300;no;si
35;mujer;2;primaria;rural;basico;807;759;925;51;61;3;8;253;no;no
66;mujer;1;educacion superior;urbana;basico;376;23;156;45;215;1;0;421;no;no
70;hombre;1;educacion superior;rural;medio;232;1388;702;8;212;98;7;73;si;no
47;hombre;6;secundaria;urbana;premium;492;405;723;15;98;73;4;132;no;no
25;mujer;5;secundaria;urbana;premium;204;1339;1418;37;206;28;9;218;no;si
79;hombre;1;primaria;urbana;medio;77;979;671;16;79;57;9;484;si;no
41;hombre;4;secundaria;urbana;basico;1000;1450;888;28;129;9;6;104;no;no
23;mujer;1;primaria;rural;premium;685;1826;227;57;167;5;5;238;no;si
31;hombre;2;educacion superior;rural;medio;157;1989;222;18;226;99;10;265;no;si
24;mujer;4;educacion superior;rural;basico;324;1367;554;35;97;46;9;265;no;si
49;hombre;4;primaria;rural;premium;88;596;1215;26;122;58;7;57;no;si
31;mujer;6;educacion superior;rural;premium;309;78;1491;3;279;76;1;388;no;no
68;hombre;2;primaria;urbana;medio;64;1280;1099;17;48;72;10;499;si;no
48;hombre;3;educacion superior;urbana;basico;829;1963;1245;20;201;65;9;453;no;si
32;hombre;6;primaria;urbana;premium;440;1565;110;17;122;6;6;99;no;si
21;mujer;4;educacion superior;urbana;premium;514;437;1369;2;66;7;9;92;no;no
50;hombre;4;secundaria;rural;basico;776;526;88;48;284;17;4;60;no;si
69;mujer;1;primaria;rural;basico;362;1851;1279;54;130;69;9;232;si;no
78;mujer;4;secundaria;urbana;medio;21;374;1061;19;246;82;9;102;no;si
43;hombre;4;primaria;rural;basico;958;1310;1152;28;84;10;4;11;no;no
63;hombre;4;primaria;urbana;medio;447;86;1109;46;111;110;4;289;no;si
65;mujer;3;educacion superior;urbana;premium;833;1217;987;51;99;83;10;373;no;si
62;mujer;4;educacion superior;rural;medio;380;313;147;21;207;28;6;451;no;si
63;hombre;1;secundaria;urbana;premium;441;1711;63;11;49;67;2;106;no;no
45;hombre;2;secundaria;rural;basico;598;1170;204;45;72;106;1;19;no;no
47;hombre;3;educacion superior;urbana;basico;627;1058;151;37;261;77;8;50;si;no
32;hombre;6;educacion superior;rural;medio;990;899;1190;27;38;14;10;267;si;no
77;hombre;4;primaria;urbana;basico;904;611;313;21;263;114;2;210;si;no
63;hombre;6;secundaria;urbana;basico;371;1403;334;17;108;120;9;163;no;si
51;mujer;5;secundaria;urbana;basico;175;1754;256;58;299;23;8;14;si;no
34;hombre;4;secundaria;urbana;basico;880;1206;54;31;129;68;7;319;no;si
68;hombre;2;secundaria;rural;medio;248;1701;3;18;192;26;9;181;no;si
40;hombre;3;educacion superior;rural;premium;630;1333;774;29;102;44;4;499;si;no
24;hombre;6;primaria;rural;basico;401;912;556;51;104;2;9;279;si;no
43;hombre;4;secundaria;urbana;premium;33;888;842;59;273;43;10;450;no;si
19;hombre;6;educacion superior;rural;premium;438;312;1485;22;132;78;8;330;si;no
45;hombre;3;educacion superior;rural;premium;735;1026;1123;33;104;84;10;214;no;si
48;hombre;2;educacion superior;urbana;medio;275;1051;1032;49;150;66;5;201;no;si
60;hombre;3;educacion superior;rural;premium;477;1459;114;49;223;6;3;290;no;si
70;hombre;1;secundaria;rural;basico;841;146;305;23;97;109;3;490;no;no
16;hombre;2;primaria;rural;basico;262;498;793;47;141;26;9;281;no;si
27;hombre;3;educacion superior;urbana;basico;59;196;1327;48;264;25;2;90;si;no
28;hombre;4;primaria;rural;basico;188;940;1224;60;85;95;4;103;no;si
33;hombre;6;educacion superior;rural;medio;971;1716;80;39;168;51;6;118;no;si
78;hombre;1;secundaria;rural;basico;546;262;596;49;291;89;9;216;no;si
44;mujer;5;primaria;rural;premium;4;199;855;33;270;89;0;292;si;no
67;hombre;5;secundaria;urbana;basico;912;1704;996;16;98;56;7;415;no;si
37;hombre;6;secundaria;rural;premium;427;902;1429;1;266;42;1;304;no;no
56;mujer;5;secundaria;urbana;premium;220;1923;362;32;293;15;3;1;no;no
30;mujer;6;secundaria;urbana;premium;473;1788;873;39;139;8;1;182;si;no
23;hombre;5;secundaria;rural;medio;262;1575;1423;23;274;100;4;467;no;si
33;mujer;2;educacion superior;urbana;medio;105;1914;1379;60;76;10;5;79;no;si
60;hombre;2;primaria;urbana;medio;165;801;677;57;91;85;7;428;no;si
69;hombre;4;secundaria;urbana;medio;570;483;999;12;234;38;10;31;si;no
43;mujer;5;primaria;urbana;medio;877;1116;1201;40;155;102;6;428;no;no
56;mujer;3;primaria;rural;basico;884;1410;1042;59;264;103;4;376;si;no
35;hombre;6;educacion superior;rural;medio;408;410;1195;24;276;49;1;202;si;no
53;hombre;2;primaria;rural;basico;128;1078;228;42;187;48;9;100;no;si
32;mujer;4;primaria;urbana;basico;632;1285;1468;1;281;46;10;19;si;no
38;mujer;4;primaria;urbana;medio;470;893;1120;53;209;65;5;81;no;no
34;hombre;3;primaria;urbana;premium;669;1624;740;44;164;52;5;499;no;si
80;hombre;1;primaria;rural;basico;951;1320;698;51;74;97;7;167;no;no
49;hombre;4;educacion superior;rural;basico;47;466;1135;28;105;53;3;133;no;si
45;hombre;4;primaria;rural;basico;214;1123;1273;35;90;95;8;25;si;no
68;mujer;3;primaria;urbana;premium;162;1972;1223;15;171;32;5;290;no;si
27;hombre;1;secundaria;urbana;basico;289;759;219;38;130;94;7;107;no;no
76;hombre;4;primaria;rural;premium;243;942;935;50;112;63;7;346;no;si
48;hombre;6;secundaria;rural;basico;726;1284;766;23;199;68;2;45;si;no
64;mujer;4;secundaria;urbana;premium;800;326;160;50;132;8;8;446;no;si
18;hombre;4;primaria;urbana;basico;930;642;1007;50;86;80;1;223;si;no
78;hombre;3;educacion superior;urbana;premium;514;1229;1117;50;9;95;4;34;si;no
38;hombre;3;secundaria;rural;medio;372;837;93;23;182;60;10;88;no;si
39;mujer;3;secundaria;rural;basico;725;1094;1443;22;20;64;1;328;si;no
66;mujer;3;secundaria;rural;premium;120;414;1455;8;191;69;2;435;no;no
73;hombre;5;primaria;urbana;medio;200;1370;594;46;63;30;4;257;no;si
17;mujer;3;secundaria;urbana;premium;439;1365;535;47;181;91;4;177;no;si
27;hombre;5;educacion superior;urbana;premium;144;1733;823;37;290;74;5;57;si;no
18;hombre;4;educacion superior;urbana;medio;203;1041;357;27;191;65;6;165;no;si
16;hombre;4;secundaria;rural;premium;427;88;1228;5;94;40;6;235;no;no
27;hombre;1;secundaria;urbana;basico;484;677;179;26;238;42;4;472;no;si
72;hombre;3;secundaria;urbana;basico;684;798;538;21;288;65;7;254;si;no
48;hombre;2;primaria;urbana;premium;957;1664;333;35;148;19;6;190;no;si
67;hombre;6;educacion superior;urbana;basico;457;645;1010;34;255;36;5;491;no;si
58;hombre;1;primaria;rural;basico;655;329;983;25;269;59;6;464;si;no
40;hombre;3;educacion superior;urbana;basico;373;976;542;60;192;68;0;175;no;no
73;hombre;4;secundaria;urbana;basico;870;550;426;57;121;118;5;333;no;no
50;mujer;1;educacion superior;rural;premium;851;1279;1257;54;106;36;1;492;si;no
55;mujer;4;educacion superior;urbana;medio;804;1010;824;31;283;26;8;115;no;si
47;hombre;5;secundaria;rural;basico;256;586;1331;47;145;73;4;157;no;si
46;mujer;4;primaria;rural;medio;553;1665;866;17;261;116;1;17;no;no
42;hombre;1;primaria;urbana;basico;315;673;102;20;193;21;7;100;no;no
72;mujer;3;educacion superior;urbana;basico;28;453;534;5;271;20;3;162;si;no
16;hombre;5;educacion superior;rural;basico;223;1711;870;54;122;56;4;479;si;no
35;mujer;4;primaria;urbana;medio;89;1652;1206;42;66;11;3;158;no;si
67;hombre;1;primaria;urbana;premium;873;50;740;58;11;66;4;300;si;no
47;hombre;2;educacion superior;rural;medio;583;1885;146;11;10;6;2;452;no;no
31;hombre;1;secundaria;urbana;premium;983;748;1215;31;245;46;1;75;no;no
32;hombre;6;primaria;urbana;basico;525;996;482;20;33;56;0;113;no;no
79;mujer;2;primaria;urbana;medio;447;1728;888;26;196;111;5;330;no;no
39;hombre;6;educacion superior;urbana;medio;742;1594;1453;46;113;120;7;118;no;si
66;mujer;4;secundaria;rural;medio;916;1735;1335;41;30;56;8;148;si;no
35;hombre;3;educacion superior;urbana;basico;227;911;360;25;235;46;3;160;no;si
73;mujer;6;educacion superior;urbana;medio;238;543;1259;25;284;90;4;364;no;si
71;hombre;2;educacion superior;rural;medio;942;1826;1090;37;289;50;4;471;no;no
24;mujer;3;primaria;rural;premium;892;969;606;24;114;6;7;423;no;si
28;hombre;5;primaria;rural;premium;384;830;356;39;55;80;2;203;no;no
55;hombre;2;educacion superior;rural;premium;915;320;1229;29;177;112;6;301;no;si
77;hombre;3;secundaria;rural;basico;805;1076;390;25;275;15;5;190;no;si
80;hombre;5;primaria;urbana;medio;141;1604;192;55;136;1;8;144;no;si
65;mujer;2;primaria;urbana;medio;70;217;1150;32;12;59;9;224;no;no
63;hombre;2;secundaria;urbana;basico;215;596;846;28;249;51;3;226;si;no
72;mujer;5;primaria;urbana;basico;921;364;998;54;238;31;5;426;si;no
35;mujer;3;educacion superior;urbana;basico;565;869;1074;45;124;91;3;363;no;si
76;hombre;5;primaria;urbana;basico;904;1466;1236;31;223;101;6;343;no;si
58;hombre;1;primaria;urbana;premium;436;5;565;59;132;84;2;235;si;no
52;hombre;4;secundaria;rural;premium;485;364;896;32;226;68;10;481;si;no
53;hombre;1;primaria;urbana;medio;753;904;568;41;198;57;1;277;si;no
49;hombre;2;primaria;urbana;basico;286;629;501;60;134;110;3;179;no;si
56;mujer;2;educacion superior;rural;basico;46;929;235;51;68;96;7;485;no;no
33;hombre;3;primaria;urbana;medio;865;512;559;45;76;91;9;153;no;si
70;hombre;6;secundaria;urbana;basico;734;361;255;27;268;56;6;269;no;si
71;hombre;2;primaria;urbana;basico;240;1732;733;38;132;34;9;472;no;si
21;mujer;2;primaria;rural;basico;762;546;1265;55;63;120;3;33;si;no
67;mujer;6;educacion superior;urbana;basico;650;1907;629;14;184;30;9;95;no;no
80;mujer;2;secundaria;urbana;premium;335;128;693;44;237;22;8;205;si;no
67;hombre;5;educacion superior;urbana;medio;617;1930;839;9;202;80;2;231;no;no
41;mujer;4;primaria;urbana;premium;658;1718;718;25;172;111;7;278;no;si
68;hombre;1;primaria;rural;medio;949;821;435;44;279;84;8;163;si;no
55;hombre;3;primaria;rural;premium;43;1982;728;13;105;36;4;497;no;no
76;mujer;4;primaria;urbana;medio;372;610;659;25;40;61;2;136;no;no
61;hombre;1;educacion superior;urbana;premium;448;1814;808;31;218;66;5;90;no;si
35;mujer;1;secundaria;urbana;premium;56;1091;454;7;78;20;10;88;no;no
26;hombre;5;secundaria;urbana;premium;470;1358;1436;52;169;15;7;242;no;si
61;mujer;2;educacion superior;urbana;premium;155;1029;119;31;294;28;10;231;no;si
35;mujer;4;educacion superior;rural;premium;820;385;1228;39;107;30;8;281;no;si
39;hombre;6;primaria;rural;basico;766;1517;65;58;228;66;4;62;si;no
26;mujer;1;secundaria;urbana;medio;640;675;1105;46;219;49;9;478;si;no
31;hombre;3;educacion superior;rural;premium;340;970;1084;51;64;120;4;365;no;si
59;mujer;2;secundaria;urbana;medio;782;1636;321;22;269;65;10;168;no;si
37;mujer;6;secundaria;rural;medio;120;1547;533;25;102;10;5;415;no;si
67;hombre;2;primaria;rural;medio;751;90;1005;55;145;109;10;215;no;si
73;hombre;5;educacion superior;urbana;medio;175;1543;79;37;228;57;5;164;no;no
26;hombre;1;secundaria;urbana;medio;897;1729;1160;31;54;35;8;443;no;si
77;mujer;4;secundaria;urbana;basico;690;87;657;55;191;116;9;441;no;si
22;hombre;3;educacion superior;urbana;medio;525;1917;254;44;138;106;7;272;no;no
18;hombre;1;secundaria;rural;basico;710;383;216;11;185;56;8;6;no;no
